Title,Place Name,Latitude,Longitude,Location,Dusun,Kecamatan,Kota/Kabupaten,Province,Provinsi,Phone Number,URL,Commodity,Bulan Panen,Panen Months 
kakao fermentasi,kakao fermentasi,-0.948038,122.2483726,"Blok OO, Sumber Mulya, Kec. Simpang Raya, Luwuk, Sulawesi Tengah 94755, Indonesia","Blok OO, Sumber Mulya",Simpang Raya,Kabupaten Luwu,Central Sulawesi,Sulawesi Tengah,+62 821-9395-8880,"https://www.google.com/maps/place/kakao+fermentasi/@-5.4308788,114.5532568,6z/data=!4m7!3m6!1s0x2d867bc6237d3905:0x23d98779910764b!8m2!3d-0.9347816!4d122.2577094!15sCg5rYWthbyBzdWxhd2VzaZIBEWNob2NvbGF0ZV9mYWN0b3J54AEA!16s%2Fg%2F11tmqs48sy?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
PT. Kalla Kakao,PT. Kalla Kakao,-5.1491125,119.4152969,"VC28+943, Kunjung Mae, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90114",Kunjung Mae,Mariso,Kota Makassar,South Sulawesi,Sulawesi Selatan,,"https://www.google.com/maps/place/PT.+Kalla+Kakao/@-5.1491012,110.1867792,6z/data=!4m7!3m6!1s0x2dbf1d0428a012f1:0x685e17d88ab382e!8m2!3d-5.1491012!4d119.4152948!15sCg5rYWthbyBzdWxhd2VzaZIBEGNvcnBvcmF0ZV9vZmZpY2XgAQA!16s%2Fg%2F11f6dtnp9l?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
PT Kalla Kakao Industri,PT Kalla Kakao Industri,-4.0529625,122.4444219,"WCWV+RQ7, Ranooha, Kec. Ranomeeto, Kabupaten Konawe Selatan, Sulawesi Tenggara 93871",Ranooha,Ranomeeto,Kabupaten Konawe Selatan,Southeast Sulawesi,Sulawesi Tenggara,(0401) 3139817,"https://www.google.com/maps/place/PT+Kalla+Kakao+Industri/@-5.1491012,110.1867792,6z/data=!4m7!3m6!1s0x2d988bf79a4b2d81:0x4c69f4bd06d22727!8m2!3d-4.0529607!4d122.4444244!15sCg5rYWthbyBzdWxhd2VzaZIBEGNvcnBvcmF0ZV9vZmZpY2XgAQA!16s%2Fg%2F11clyszmr2?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Kakao Inti Sulawesi. PT,Kakao Inti Sulawesi. PT,-5.114923,119.43588,"Jl. Teuku Umar Raya No.96, Kaluku Bodoa, Kec. Tallo, Kota Makassar, Sulawesi Selatan 90212",,Tallo,Kota Makassar,South Sulawesi,Sulawesi Selatan,(0411) 319586,"https://www.google.com/maps/place/Kakao+Inti+Sulawesi.+PT/@-5.1491012,110.1867792,6z/data=!4m7!3m6!1s0x2dbefd6de43e6dad:0xc54fa53391faded!8m2!3d-5.114764!4d119.435804!15sCg5rYWthbyBzdWxhd2VzaeABAA!16s%2Fg%2F1pzsbx9_j?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Kakao sondoang Dybha Basrhy,Kakao sondoang Dybha Basrhy,-2.6103082,119.1274334,"Jl. Kalumpang dusun, Sondoang, Kec. Kalukku, Kabupaten Mamuju, Sulawesi Barat 91561",Kalumpang,Kalukku,Kabupaten Mamuju,West Sulawesi,Sulawesi Barat,0852-4074-9587,"https://www.google.com/maps/place/Kakao+sondoang+Dybha+Basrhy/@-5.1491012,110.1867792,6z/data=!4m7!3m6!1s0x2d92e726c3e088e1:0x5652964d0c685884!8m2!3d-2.5862634!4d119.1280824!15sCg5rYWthbyBzdWxhd2VzaZIBBGZhcm3gAQA!16s%2Fg%2F11wmt28nlk?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Pembibitan Kakao Sambung Pucuk,Pembibitan Kakao Sambung Pucuk,-1.3666625,120.6385781,"JJMQ+8CP, Lape, Kec. Poso Pesisir, Kabupaten Poso, Sulawesi Tengah 94652",Lape,Poso Pesisir,Kabupaten Poso,Central Sulawesi,Sulawesi Tengah,0813-4296-9747,"https://www.google.com/maps/place/Pembibitan+Kakao+Sambung+Pucuk/@-5.1491012,110.1867792,6z/data=!4m7!3m6!1s0x2d8ee93a7775c7a9:0x2ad3b529fdec51be!8m2!3d-1.3666715!4d120.6385769!15sCg5rYWthbyBzdWxhd2VzaZIBDXBsYW50X251cnNlcnngAQA!16s%2Fg%2F11hr4k3v2k?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Kakao Bulukumba-Budidaya kakao mallebbang,Kakao Bulukumba-Budidaya kakao mallebbang,-5.3583119,120.199981,"Dusun Mallebbang, Jojjolo, Kec. Bulukumpa, Kabupaten Bulukumba, Sulawesi Selatan 92552",Mallebbang,Bulukumpa,Kabupaten Bulukumba,South Sulawesi,Sulawesi Selatan,0853-9925-8299,"https://www.google.com/maps/place/Kakao+Bulukumba-Budidaya+kakao+mallebbang/@-5.1491012,110.1867792,6z/data=!4m7!3m6!1s0x2dbc1d1123a04fbd:0xd7788fd553397576!8m2!3d-5.3562902!4d120.1892432!15sCg5rYWthbyBzdWxhd2VzaZIBBGZhcm3gAQA!16s%2Fg%2F11vltv526b?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Kawasan kakao center kolaka utara (dinas perkebunan kolaka utara),Kawasan kakao center kolaka utara (dinas perkebunan kolaka utara),-3.4873625,120.8801719,"GV7J+333, Ponggiha, Kec. Lasusua, Kabupaten Kolaka Utara, Sulawesi Tenggara 93914",Ponggiha,Lasusua,Kabupaten Kolaka Utara,Southeast Sulawesi,Sulawesi Tenggara,,"https://www.google.com/maps/place/Kawasan+kakao+center+kolaka+utara+(dinas+perkebunan+kolaka+utara)/@-5.1491012,110.1867792,6z/data=!4m7!3m6!1s0x2d96df63ea9c7c21:0x275ab1e90d0a5f38!8m2!3d-3.4873504!4d120.8801641!15sCg5rYWthbyBzdWxhd2VzaZIBEGNvcnBvcmF0ZV9vZmZpY2XgAQA!16s%2Fg%2F11k2hq9bh1?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Kebun kakao,Kebun kakao,-3.8857625,122.0403594,"427R+M4X, Anggopiu, Kec. Uepai, Kabupaten Konawe, Sulawesi Tenggara 93415",Anggopiu,Uepai,Kabupaten Konawe,Southeast Sulawesi,Sulawesi Tenggara,,"https://www.google.com/maps/place/Kebun+kakao/@-5.1491012,110.1867792,6z/data=!4m7!3m6!1s0x2d984794f7312e57:0x7126d52a98f30566!8m2!3d-3.8853174!4d122.0411143!15sCg5rYWthbyBzdWxhd2VzaZIBBmdhcmRlbuABAA!16s%2Fg%2F11s3bj8mr6?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
"Rumah Pembibitan Kakao Adeeva, Mitra PT.TMCI","Rumah Pembibitan Kakao Adeeva, Mitra PT.TMCI",-2.5238777,119.0761183,"F3QM+MV7, Jl. Poros Palu - Mamuju, Beru-Beru, Kec. Kalukku, Kabupaten Mamuju, Sulawesi Barat 91561",,Kalukku,Kabupaten Mamuju,West Sulawesi,Sulawesi Barat,,"https://www.google.com/maps/place/Rumah+Pembibitan+Kakao+Adeeva,+Mitra+PT.TMCI/@-5.1491012,110.1867792,6z/data=!4m7!3m6!1s0x2d92e95f60cd3e47:0x6d019de3109a0b18!8m2!3d-2.5108276!4d119.0846799!15sCg5rYWthbyBzdWxhd2VzaZIBDG1hbnVmYWN0dXJlcuABAA!16s%2Fg%2F11p5lxnysr?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Wow farm Kakao,Wow farm Kakao,-3.2878616,121.0041941,"PX5X+62Q, Jl. Poros Lapai - Malili, Samaturu, Kec. Watunohu, Kabupaten Kolaka Utara, Sulawesi Tenggara 93958",,Watunohu,Kabupaten Kolaka Utara,Southeast Sulawesi,Sulawesi Tenggara,,"https://www.google.com/maps/place/Wow+farm+Kakao/@-5.1491012,110.1867792,6z/data=!4m7!3m6!1s0x2d972f81f2bc2d23:0x4893c0415f03f06b!8m2!3d-3.2922988!4d120.9971413!15sCg5rYWthbyBzdWxhd2VzaZIBEGNvcnBvcmF0ZV9vZmZpY2XgAQA!16s%2Fg%2F11vbjvnd77?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Perkebunan Kakao Umar Hamma,Perkebunan Kakao Umar Hamma,-0.9734125,119.8939531,"2VGV+JHP, Kabobona, Kec. Dolo, Kabupaten Sigi, Sulawesi Tengah 94362",,Dolo,Kabupaten Sigi,Central Sulawesi,Sulawesi Tengah,0853-4218-2759,"https://www.google.com/maps/place/Perkebunan+Kakao+Umar+Hamma/@-5.1491012,110.1867792,6z/data=!4m7!3m6!1s0x2d8bf12f72e4b2f9:0x57927f2a621912b2!8m2!3d-0.9734159!4d119.8939519!15sCg5rYWthbyBzdWxhd2VzaZIBCXRyZWVfZmFybeABAA!16s%2Fg%2F11f6np2hw7?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Agro wisata kakao,Agro wisata kakao,-2.5619385,120.8211796,"Tarengge, Kec. Wotu, Kabupaten Luwu Timur, Sulawesi Selatan 92971",Tarengge,Wotu,Kabupaten Luwu Timur,South Sulawesi,Sulawesi Selatan,0853-4221-3853,"https://www.google.com/maps/place/Agro+wisata+kakao/@-5.1491012,110.1867792,6z/data=!4m7!3m6!1s0x2d91add2f13119a5:0x44055a9a681e1fdd!8m2!3d-2.5655681!4d120.8269401!15sCg5rYWthbyBzdWxhd2VzaZIBCXRyZWVfZmFybeABAA!16s%2Fg%2F11s7lzq7rg?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Kebun Kakao H. Urip Gunawan,Kebun Kakao H. Urip Gunawan,-1.1926875,119.3674375,"R948+WX, Pasangkayu, Kec. Pasangkayu, Kab. Pasangkayu, Sulawesi Barat",,Pasangkayu,Kabupaten Pasangkayu,West Sulawesi,Sulawesi Barat,,"https://www.google.com/maps/place/Kebun+Kakao+H.+Urip+Gunawan/@-5.1491012,110.1867792,6z/data=!4m7!3m6!1s0x2d8c89007b7857d1:0x4e72cc7b636d0c10!8m2!3d-1.1926637!4d119.3674093!15sCg5rYWthbyBzdWxhd2VzaZIBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11vz2m7qyb?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Koko Luay Sulawesi Chocolate,Sulawesi Koko Luay,-5.2376137,119.5079451,"Perumahan Nayla Regency, Jl. Hamzah Dg.Tompo No.15 Blok A, Bontomanai, Kec. Bontomarannu, Kabupaten Gowa, Sulawesi Selatan 92171",Bontomanai,Bontomarannu,Kabupaten Gowa,South Sulawesi,Sulawesi Selatan,,"https://www.google.com/maps/place/Sulawesi+Koko+Luay/@-5.1491012,110.1867792,6z/data=!4m7!3m6!1s0x2dbee19e7894f449:0x57515783138ba1d6!8m2!3d-5.2376137!4d119.5079451!15sCg5rYWthbyBzdWxhd2VzaZIBEWNob2NvbGF0ZV9mYWN0b3J54AEA!16s%2Fg%2F11q1vdf855?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Perkebunan kakao,Perkebunan kakao,-2.9621875,119.1659375,"25Q8+49, Saludurian, Kec. Mambi, Kabupaten Mamasa, Sulawesi Barat",Saludurian,Mambi,Kabupaten Mamasa,West Sulawesi,Sulawesi Barat,,"https://www.google.com/maps/place/Perkebunan+kakao/@-5.1491012,110.1867792,6z/data=!4m7!3m6!1s0x2d9313005065358b:0x600fd17cf5f887b5!8m2!3d-2.9622418!4d119.1659807!15sCg5rYWthbyBzdWxhd2VzaZIBC2hpa2luZ19hcmVh4AEA!16s%2Fg%2F11vz7sp9xx?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
PT. Papandayan Cocoa Industries - Barry Callebaut,PT. Papandayan Cocoa Industries - Barry Callebaut,-5.0760407,119.5146498,"WGH7+M5R, Jln. Ir. Sutami 88 RG, Sudiang, Biringkanaya, Makassar City, South Sulawesi 90242",,Biringkanaya,Kota Makassar,South Sulawesi,Sulawesi Selatan,,"https://www.google.com/maps/place/PT.+Papandayan+Cocoa+Industries+-+Barry+Callebaut/@-5.1491012,110.1867792,6z/data=!4m7!3m6!1s0x2dbefbb249fcf897:0xbb33b77732e462a8!8m2!3d-5.0708783!4d119.5128252!15sCg5rYWthbyBzdWxhd2VzaZIBEGNvcnBvcmF0ZV9vZmZpY2XgAQA!16s%2Fg%2F11fmbbpkt3?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Perkebunan kakao Lathifah,Perkebunan kakao Lathifah,0.5330875,120.9834844,"GXMM+69Q, Unnamed Road, Wanagading, Kec. Bolano Lambunu, Kabupaten Parigi Moutong, Sulawesi Tengah 94479",Wanagading,Bolano Lambunu,Kabupaten Parigi Moutong,Central Sulawesi,Sulawesi Tengah,0813-5500-3033,"https://www.google.com/maps/place/Perkebunan+kakao+Lathifah/@-5.1491012,110.1867792,6z/data=!4m7!3m6!1s0x3277017cab28b12d:0x3a3b730e2390abef!8m2!3d0.533098!4d120.98347!15sCg5rYWthbyBzdWxhd2VzaZIBCXRyZWVfZmFybeABAA!16s%2Fg%2F11qt46z00w?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Asosiasi Kakao Indonesia / ASKINDO,Asosiasi Kakao Indonesia %2F ASKINDO,-5.1509248,119.4220248,"Jl. Rusa No.45 B, Maricaya, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90142",,Makassar,Kota Makassar,South Sulawesi,Sulawesi Selatan,(0411) 878604,"https://www.google.com/maps/place/Asosiasi+Kakao+Indonesia+%2F+ASKINDO/@-5.1491012,110.1867792,6z/data=!4m7!3m6!1s0x2dbee2a899dccda3:0xcaa0b1bf7228267!8m2!3d-5.1509186!4d119.42196!15sCg5rYWthbyBzdWxhd2VzaZIBG2Fzc29jaWF0aW9uX29yX29yZ2FuaXphdGlvbuABAA!16s%2Fg%2F1hc4zl9gs?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Pusat Penjualan Bibit Kakao / Bibit Coklat Sambung Pucuk,Pusat Penjualan Bibit Kakao %2F Bibit Coklat Sambung Pucuk,-2.5783644,120.6890055,"Cendana, Kec. Burau, Kabupaten Luwu Timur, Sulawesi Selatan 92975",Cendana,Burau,Kabupaten Luwu Timur,South Sulawesi,Sulawesi Selatan,0853-9999-0758,"https://www.google.com/maps/place/Pusat+Penjualan+Bibit+Kakao+%2F+Bibit+Coklat+Sambung+Pucuk/@-5.1491012,110.1867792,6z/data=!4m7!3m6!1s0x2d91a50a7b927151:0xb9402fa2a16090bd!8m2!3d-2.5609721!4d120.6855777!15sCg5rYWthbyBzdWxhd2VzaZIBDXBsYW50X251cnNlcnngAQA!16s%2Fg%2F11df81ph49?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Cacao Farm Libas Utama,Cacao Farm Libas Utama,-3.1394375,121.0772344,"V36G+6VH, Latali, Kec. Pakue Tengah, Kabupaten Kolaka Utara, Sulawesi Tenggara 93954",Latali,Pakue Tengah,Kabupaten Kolaka Utara,Southeast Sulawesi,Sulawesi Tenggara,,"https://www.google.com/maps/place/Cacao+Farm+Libas+Utama/@-5.1491012,110.1867792,6z/data=!4m7!3m6!1s0x2d90d3079a52be81:0xe203a196f7c7f57e!8m2!3d-3.1394478!4d121.077221!15sCg5rYWthbyBzdWxhd2VzaZIBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11sy_6c70p?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Usaha Pembibitan Kakao,Usaha Pembibitan Kakao,-2.6176125,120.5102344,"9GJ6+X35, Muktisari, Kec. Bone-Bone, Kabupaten Luwu Utara, Sulawesi Selatan 91966",Muktisari,Bone-Bone,Kabupaten Luwu Utara,South Sulawesi,Sulawesi Selatan,,"https://www.google.com/maps/place/Usaha+Pembibitan+Kakao/@-5.1491012,110.1867792,6z/data=!4m7!3m6!1s0x2d919f6a07d12ac7:0xace3ff615f517153!8m2!3d-2.6176159!4d120.5102315!15sCg5rYWthbyBzdWxhd2VzaZIBDXBsYW50X251cnNlcnngAQA!16s%2Fg%2F11cn8ys4pf?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Nursery Pembibitan Kakao (Norma Lajimpe),Nursery Pembibitan Kakao (Norma Lajimpe),-0.9178284,122.2285171,"Desa Simpang I, Simpang Satu, Kec. Simpang Raya, Kabupaten Banggai, Sulawesi Tengah 94755","Simpang I, Simpang Satu",Simpang Raya,Kabupaten Banggai,Central Sulawesi,Sulawesi Tengah,0822-3109-9290,"https://www.google.com/maps/place/Nursery+Pembibitan+Kakao+(Norma+Lajimpe)/@-5.1491012,110.1867792,6z/data=!4m7!3m6!1s0x2d867b7390892e63:0x2341021baf859384!8m2!3d-0.9093302!4d122.2310105!15sCg5rYWthbyBzdWxhd2VzaZIBDXBsYW50X251cnNlcnngAQA!16s%2Fg%2F11vy29zq4q?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Perkebunan kakao simbala,Perkebunan kakao simbala,0.6460521,124.2754988,"Unnamed Road, Tungoi II, Kec. Lolayan, Kabupaten Bolaang Mongondow, Sulawesi Utara",Tungoi II,Lolayan,Kabupaten Bolaang Mongondow,North Sulawesi,Sulawesi Utara,0852-3448-1377,"https://www.google.com/maps/place/Perkebunan+kakao+simbala/@0.6724636,115.0634827,6z/data=!4m7!3m6!1s0x327e3bb3f52b3f8b:0xb2dce8fd6be83fe7!8m2!3d0.6724636!4d124.2919983!15sCg5rYWthbyBzdWxhd2VzaZIBA2JhcuABAA!16s%2Fg%2F11lgpn6tpq?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Pembibitan Kakao Tambuli,Pembibitan Kakao Tambuli,-0.9633302,119.9104436,"Lolu, Kec. Sigi Biromaru, Kabupaten Sigi, Sulawesi Tengah 94231",Lolu,Sigi Biromaru,Kabupaten Sigi,Central Sulawesi,Sulawesi Tengah,0853-4270-5575,"https://www.google.com/maps/place/Pembibitan+Kakao+Tambuli/@-0.9580039,110.6802533,6z/data=!4m7!3m6!1s0x2d8bf10dbf0f4fef:0xf0b65868f14aea77!8m2!3d-0.9580039!4d119.9087689!15sCg5rYWthbyBzdWxhd2VzaZIBEGNvcnBvcmF0ZV9vZmZpY2XgAQA!16s%2Fg%2F11hd1m84zk?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Tefa Kakao,Tefa Kakao,-4.5687996,119.5982157,"Jl. Poros Palopo - Makassar No.Km. 83, Mandalle, Kec. Mandalle, Kabupaten Pangkajene Dan Kepulauan, Sulawesi Selatan 90761",,Mandalle,Kabupaten Pangkajene dan Kepulauan,South Sulawesi,Sulawesi Selatan,0852-4086-2868,"https://www.google.com/maps/place/Tefa+Kakao/@-0.9580039,110.6802533,6z/data=!4m7!3m6!1s0x2dbe31f1de6e5f99:0xdeb623891276b206!8m2!3d-4.5666775!4d119.5975717!15sCg5rYWthbyBzdWxhd2VzaZIBFmZvb2RfcHJvZHVjdHNfc3VwcGxpZXLgAQA!16s%2Fg%2F11s8h98c_j?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Kampoeng Cokelat Chalodo,Cafe %26 Warkop Chalodo,-2.5544804,120.327695,"Bone, Kec. Masamba, Kabupaten Luwu Utara, Sulawesi Selatan 92961",,Masamba,Kabupaten Luwu Utara,South Sulawesi,Sulawesi Selatan,0822-9059-4455,"https://www.google.com/maps/place/Cafe+%26+Warkop+Chalodo/@-0.9580039,110.6802533,6z/data=!4m7!3m6!1s0x2d918540b19bd42d:0xf5b79fef081ec653!8m2!3d-2.5527731!4d120.3258241!15sCg5rYWthbyBzdWxhd2VzaVoQIg5rYWthbyBzdWxhd2VzaZIBDmNob2NvbGF0ZV9jYWZl4AEA!16s%2Fg%2F11b6vfs_hl?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
PEMBELIAN BIJI KAKAO BASAH,PEMBELIAN BIJI KAKAO BASAH,-3.2303467,119.1565087,"Taba-taban, Bulo, Kec. Bulo, Kabupaten Polewali Mandar, Sulawesi Barat","Taba-taban, Bulo",Bulo,Kabupaten Polewali Mandar,West Sulawesi,Sulawesi Barat,,"https://www.google.com/maps/place/PEMBELIAN+BIJI+KAKAO+BASAH/@-0.9580039,110.6802533,6z/data=!4m7!3m6!1s0x2d9363fa704cdaf5:0x38ee750f96dbeb91!8m2!3d-3.2303467!4d119.1565087!15sCg5rYWthbyBzdWxhd2VzaZIBB21pc3Npb27gAQA!16s%2Fg%2F11t1lbgcnz?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Petani Milenial Kakao Bantaeng Kampala,Petani Milenial Kakao Bantaeng Kampala,-5.4378596,119.9885061,"Kampala, Kec. Eremerasa, Kabupaten Bantaeng, Sulawesi Selatan 92415",Kampala,Eremerasa,Kabupaten Bantaeng,South Sulawesi,Sulawesi Selatan,0821-9040-4846,"https://www.google.com/maps/place/Petani+Milenial+Kakao+Bantaeng+Kampala/@-0.9580039,110.6802533,6z/data=!4m7!3m6!1s0x2dbeaf83cdae319d:0xf9cdd370c07e52c0!8m2!3d-5.4419032!4d119.9880457!15sCg5rYWthbyBzdWxhd2VzaZIBBGZhcm3gAQA!16s%2Fg%2F11vlwd6xxb?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Demplot kebuh Kakao,Demplot kebuh Kakao,-3.2878616,121.0041941,"PX5W+CVX, Jl. Poros Lapai - Malili, Samaturu, Kec. Watunohu, Kabupaten Kolaka Utara, Sulawesi Tenggara 93958",Samaturu,Watunohu,Kabupaten Kolaka Utara,Southeast Sulawesi,Sulawesi Tenggara,,"https://www.google.com/maps/place/Demplot+kebuh+Kakao/@-0.9580039,110.6802533,6z/data=!4m7!3m6!1s0x2d972fe0db1e07a9:0x404235d4742d8c4e!8m2!3d-3.2913999!4d120.9972457!15sCg5rYWthbyBzdWxhd2VzaZIBEGNvcnBvcmF0ZV9vZmZpY2XgAQA!16s%2Fg%2F11j318fv3c?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
SABUN CAIR KULIT KAKAO,SABUN CAIR KULIT KAKAO,-3.3128556,120.2915496,"PINTOE, Jl. Poros Sumabu, Buntu Babang, Kec. Bajo, Kabupaten Luwu, Sulawesi Selatan 91995",PINTOE,Bajo,Kabupaten Luwu,South Sulawesi,Sulawesi Selatan,0852-4285-5666,"https://www.google.com/maps/place/SABUN+CAIR+KULIT+KAKAO/@-0.9580039,110.6802533,6z/data=!4m7!3m6!1s0x2d96af92796b6acb:0xe75cca7b1249c66f!8m2!3d-3.3142121!4d120.2951271!15sCg5rYWthbyBzdWxhd2VzaVoQIg5rYWthbyBzdWxhd2VzaZIBBXN0b3JlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5LZUZCaVpFcFJFQUXgAQA!16s%2Fg%2F11svn73bs2?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
COLEKTION POIN KAKAO RUSJNAM SULO,COLEKTION POIN KAKAO RUSJNAM SULO,-2.7755875,120.2177344,"66F9+Q39, Unnamed Road, Bone Subur, Kec. Sabbang, Kabupaten Luwu Utara, Sulawesi Selatan 92965",Bone Subur,Sabbang,Kabupaten Luwu Utara,South Sulawesi,Sulawesi Selatan,,"https://www.google.com/maps/place/COLEKTION+POIN+KAKAO+RUSJNAM+SULO/@-0.9580039,110.6802533,6z/data=!4m7!3m6!1s0x2d917d1836c02335:0x5e4f938d965ce66d!8m2!3d-2.7755751!4d120.217735!15sCg5rYWthbyBzdWxhd2VzaZIBEGNvcnBvcmF0ZV9vZmZpY2XgAQA!16s%2Fg%2F11j5hs2qzg?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Pembibitan kakao Iwal,Pembibitan kakao Iwal,-2.7179337,120.1647036,"Jalan kemakmuran No.127, Kalotok, Kec. Sabbang, Kabupaten Luwu Utara, Sulawesi Selatan 92955",Kalotok,Sabbang,Kabupaten Luwu Utara,South Sulawesi,Sulawesi Selatan,0821-8734-4155,"https://www.google.com/maps/place/Pembibitan+kakao+Iwal/@-0.9580039,110.6802533,6z/data=!4m7!3m6!1s0x2d917fe85bc1f45d:0x6a531f9ec4257fee!8m2!3d-2.7189406!4d120.1763981!15sCg5rYWthbyBzdWxhd2VzaZIBDXBsYW50X251cnNlcnngAQA!16s%2Fg%2F11w8x3yq4h?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
